"game_id","week","team","starting_line"
"2022_10_WAS_PHI",10,"WAS","Andrew Norwell, Charles Leno Jr., Cornelius Lucas, Trai Turner, Tyler Larsen"
"2022_11_CAR_BAL",11,"BAL","Ben Powers, Kevin Zeitler, Morgan Moses, Ronnie Stanley, Tyler Linderbaum"
"2022_11_CAR_BAL",11,"CAR","Austin Corbett, Bradley Bozeman, Brady Christensen, Ikem Ekwonu, Taylor Moton"
"2022_11_CHI_ATL",11,"ATL","Chris Lindstrom, Chuma Edoga, Drew Dalman, Jake Matthews, Kaleb McGary"
"2022_11_CHI_ATL",11,"CHI","Braxton Jones, Cody Whitehair, Michael Schofield, Riley Reiff, Sam Mustipher"
"2022_11_CIN_PIT",11,"CIN","Alex Cappa, Cordell Volson, Jonah Williams, La'el Collins, Ted Karras"
"2022_11_CIN_PIT",11,"PIT","Chukwuma Okorafor, Dan Moore, J.C. Hassenauer, James Daniels, Kevin Dotson"
"2022_11_CLE_BUF",11,"BUF","Dion Dawkins, Mitch Morse, Rodger Saffold, Ryan Bates, Spencer Brown"
"2022_11_CLE_BUF",11,"CLE","Hjalte Froholdt, Jack Conklin, Jedrick Wills Jr., Joel Bitonio, Wyatt Teller"
"2022_11_DAL_MIN",11,"DAL","Connor McGovern, Terence Steele, Tyler Biadasz, Tyler Smith, Zack Martin"
"2022_11_DAL_MIN",11,"MIN","Blake Brandel, Brian O'Neill, Ed Ingram, Ezra Cleveland, Garrett Bradbury"
"2022_11_DET_NYG",11,"DET","Dan Skipper, Frank Ragnow, Jonah Jackson, Penei Sewell, Taylor Decker"
"2022_11_DET_NYG",11,"NYG","Andrew Thomas, Jon Feliciano, Mark Glowinski, Matt Peart, Shane Lemieux"
"2022_11_KC_LAC",11,"KC","Andrew Wylie, Creed Humphrey, Joe Thuney, Orlando Brown Jr., Trey Smith"
"2022_11_KC_LAC",11,"LAC","Corey Linsley, Jamaree Salyer, Matt Feiler, Trey Pipkins, Zion Johnson"
"2022_11_LA_NO",11,"LA","Bobby Evans, Coleman Shelton, Matt Skura, Oday Aboushi, Rob Havenstein"
"2022_11_LA_NO",11,"NO","Calvin Throckmorton, Cesar Ruiz, Josh Andrews, Landon Young, Ryan Ramczyk"
"2022_11_LV_DEN",11,"DEN","Calvin Anderson, Cameron Fleming, Dalton Risner, Graham Glasgow, Quinn Meinerz"
"2022_11_LV_DEN",11,"LV","Alex Bars, Andre James, Dylan Parham, Jermaine Eluemunor, Thayer Munford"
"2022_11_NYJ_NE",11,"NE","Cole Strange, James Ferentz, Michael Onwenu, Trent Brown, Yodny Cajuste"
"2022_11_NYJ_NE",11,"NYJ","Cedric Ogbuehi, Connor McGovern, Dan Feeney, Duane Brown, Laken Tomlinson"
"2022_11_PHI_IND",11,"IND","Bernhard Raimann, Braden Smith, Quenton Nelson, Ryan Kelly, Will Fries"
"2022_11_PHI_IND",11,"PHI","Isaac Seumalo, Jason Kelce, Jordan Mailata, Landon Dickerson, Lane Johnson"
"2022_11_SF_ARI",11,"ARI","Billy Price, Josh Jones, Kelvin Beachum, Lecitus Smith, Rashaad Coward"
"2022_11_SF_ARI",11,"SF","Aaron Banks, Jake Brendel, Mike McGlinchey, Spencer Burford, Trent Williams"
"2022_11_TEN_GB",11,"GB","David Bakhtiari, Elgton Jenkins, Jon Runyan Jr., Josh Myers, Yosuah Nijman"
"2022_11_TEN_GB",11,"TEN","Aaron Brewer, Dennis Daley, Dillon Radunz, Nate Davis, Nicholas Petit-Frere"
"2022_11_WAS_HOU",11,"HOU","A.J. Cann, Kenyon Green, Laremy Tunsil, Scott Quessenberry, Tytus Howard"
"2022_11_WAS_HOU",11,"WAS","Andrew Norwell, Charles Leno Jr., Cornelius Lucas, Trai Turner, Tyler Larsen"
"2022_12_ATL_WAS",12,"ATL","Chris Lindstrom, Colby Gossett, Drew Dalman, Jake Matthews, Kaleb McGary"
"2022_12_ATL_WAS",12,"WAS","Andrew Norwell, Charles Leno Jr., Samuel Cosmi, Trai Turner, Tyler Larsen"
"2022_12_BAL_JAX",12,"BAL","Ben Powers, Kevin Zeitler, Morgan Moses, Patrick Mekari, Tyler Linderbaum"
"2022_12_BAL_JAX",12,"JAX","Brandon Scherff, Cam Robinson, Jawaan Taylor, Luke Fortner, Tyler Shatley"
"2022_12_BUF_DET",12,"BUF","David Quessenberry, Greg Van Roten, Rodger Saffold, Ryan Bates, Spencer Brown"
"2022_12_BUF_DET",12,"DET","Dan Skipper, Frank Ragnow, Kayode Awosika, Penei Sewell, Taylor Decker"
"2022_12_CHI_NYJ",12,"CHI","Braxton Jones, Cody Whitehair, Larry Borom, Sam Mustipher, Teven Jenkins"
"2022_12_CHI_NYJ",12,"NYJ","Connor McGovern, Duane Brown, Laken Tomlinson, Max Mitchell, Nate Herbig"
"2022_12_CIN_TEN",12,"CIN","Alex Cappa, Cordell Volson, Jonah Williams, La'el Collins, Ted Karras"
"2022_12_CIN_TEN",12,"TEN","Aaron Brewer, Dennis Daley, Dillon Radunz, Nate Davis, Nicholas Petit-Frere"
"2022_12_DEN_CAR",12,"CAR","Austin Corbett, Bradley Bozeman, Brady Christensen, Ikem Ekwonu, Taylor Moton"
"2022_12_DEN_CAR",12,"DEN","Calvin Anderson, Cameron Fleming, Dalton Risner, Graham Glasgow, Quinn Meinerz"
"2022_12_GB_PHI",12,"GB","David Bakhtiari, Elgton Jenkins, Jon Runyan Jr., Josh Myers, Yosuah Nijman"
"2022_12_GB_PHI",12,"PHI","Isaac Seumalo, Jason Kelce, Jordan Mailata, Landon Dickerson, Lane Johnson"
"2022_12_HOU_MIA",12,"HOU","A.J. Cann, Kenyon Green, Laremy Tunsil, Scott Quessenberry, Tytus Howard"
"2022_12_HOU_MIA",12,"MIA","Austin Jackson, Brandon Shell, Connor Williams, Robert Hunt, Robert Jones"
"2022_12_LA_KC",12,"KC","Andrew Wylie, Creed Humphrey, Nick Allegretti, Orlando Brown Jr., Trey Smith"
"2022_12_LA_KC",12,"LA","AJ Arcuri, Coleman Shelton, Matt Skura, Oday Aboushi, Rob Havenstein"
"2022_12_LAC_ARI",12,"ARI","Billy Price, Josh Jones, Kelvin Beachum, Max Garcia, Rashaad Coward"
"2022_12_LAC_ARI",12,"LAC","Jamaree Salyer, Matt Feiler, Trey Pipkins, Will Clapp, Zion Johnson"
"2022_12_LV_SEA",12,"LV","Alex Bars, Andre James, Dylan Parham, Jermaine Eluemunor, Kolton Miller"
"2022_12_LV_SEA",12,"SEA","Abraham Lucas, Austin Blythe, Charles Cross, Damien Lewis, Gabe Jackson"
"2022_12_NE_MIN",12,"MIN","Blake Brandel, Brian O'Neill, Ed Ingram, Ezra Cleveland, Garrett Bradbury"
"2022_12_NE_MIN",12,"NE","Cole Strange, James Ferentz, Michael Onwenu, Trent Brown, Yodny Cajuste"
"2022_12_NO_SF",12,"NO","Andrus Peat, Cesar Ruiz, James Hurst, Josh Andrews, Ryan Ramczyk"
"2022_12_NO_SF",12,"SF","Aaron Banks, Jake Brendel, Mike McGlinchey, Spencer Burford, Trent Williams"
"2022_12_NYG_DAL",12,"DAL","Connor McGovern, Terence Steele, Tyler Biadasz, Tyler Smith, Zack Martin"
"2022_12_NYG_DAL",12,"NYG","Andrew Thomas, Jack Anderson, Mark Glowinski, Nick Gates, Tyre Phillips"
"2022_12_PIT_IND",12,"IND","Bernhard Raimann, Braden Smith, Quenton Nelson, Ryan Kelly, Will Fries"
"2022_12_PIT_IND",12,"PIT","Chukwuma Okorafor, Dan Moore, James Daniels, Kevin Dotson, Mason Cole"
"2022_12_TB_CLE",12,"CLE","Hjalte Froholdt, Jack Conklin, Jedrick Wills Jr., Joel Bitonio, Wyatt Teller"
"2022_12_TB_CLE",12,"TB","Donovan Smith, Nick Leverett, Robert Hainsey, Shaq Mason, Tristan Wirfs"
"2022_13_BUF_NE",13,"BUF","David Quessenberry, Mitch Morse, Rodger Saffold, Ryan Bates, Spencer Brown"
"2022_13_BUF_NE",13,"NE","Cole Strange, Conor McDermott, David Andrews, Michael Onwenu, Trent Brown"
"2022_13_CLE_HOU",13,"CLE","Hjalte Froholdt, Jack Conklin, Jedrick Wills Jr., Joel Bitonio, Wyatt Teller"
"2022_13_CLE_HOU",13,"HOU","A.J. Cann, Kenyon Green, Laremy Tunsil, Scott Quessenberry, Tytus Howard"
"2022_13_DEN_BAL",13,"BAL","Ben Powers, Kevin Zeitler, Morgan Moses, Patrick Mekari, Tyler Linderbaum"
"2022_13_DEN_BAL",13,"DEN","Calvin Anderson, Cameron Fleming, Dalton Risner, Graham Glasgow, Quinn Meinerz"
"2022_13_GB_CHI",13,"CHI","Braxton Jones, Cody Whitehair, Riley Reiff, Sam Mustipher, Teven Jenkins"
"2022_13_GB_CHI",13,"GB","Elgton Jenkins, Jon Runyan Jr., Josh Myers, Yosuah Nijman, Zach Tom"
"2022_13_IND_DAL",13,"DAL","Connor McGovern, Terence Steele, Tyler Biadasz, Tyler Smith, Zack Martin"
"2022_13_IND_DAL",13,"IND","Bernhard Raimann, Dennis Kelly, Quenton Nelson, Ryan Kelly, Will Fries"
"2022_13_JAX_DET",13,"DET","Frank Ragnow, Jonah Jackson, Kayode Awosika, Penei Sewell, Taylor Decker"
"2022_13_JAX_DET",13,"JAX","Brandon Scherff, Cam Robinson, Jawaan Taylor, Luke Fortner, Tyler Shatley"
"2022_13_KC_CIN",13,"CIN","Alex Cappa, Cordell Volson, Jonah Williams, La'el Collins, Ted Karras"
"2022_13_KC_CIN",13,"KC","Andrew Wylie, Creed Humphrey, Nick Allegretti, Orlando Brown Jr., Trey Smith"
"2022_13_LAC_LV",13,"LAC","Foster Sarell, Jamaree Salyer, Matt Feiler, Will Clapp, Zion Johnson"
"2022_13_LAC_LV",13,"LV","Alex Bars, Andre James, Dylan Parham, Jermaine Eluemunor, Kolton Miller"
"2022_13_MIA_SF",13,"MIA","Brandon Shell, Connor Williams, Greg Little, Robert Hunt, Robert Jones"
"2022_13_MIA_SF",13,"SF","Aaron Banks, Daniel Brunskill, Jake Brendel, Mike McGlinchey, Trent Williams"
"2022_13_NO_TB",13,"NO","Andrus Peat, Calvin Throckmorton, Cesar Ruiz, James Hurst, Ryan Ramczyk"
"2022_13_NO_TB",13,"TB","Donovan Smith, Josh Wells, Nick Leverett, Robert Hainsey, Shaq Mason"
"2022_13_NYJ_MIN",13,"MIN","Blake Brandel, Brian O'Neill, Ed Ingram, Ezra Cleveland, Garrett Bradbury"
"2022_13_NYJ_MIN",13,"NYJ","Connor McGovern, Duane Brown, George Fant, Laken Tomlinson, Nate Herbig"
"2022_13_PIT_ATL",13,"ATL","Chris Lindstrom, Colby Gossett, Drew Dalman, Jake Matthews, Kaleb McGary"
"2022_13_PIT_ATL",13,"PIT","Chukwuma Okorafor, Dan Moore, James Daniels, Kevin Dotson, Mason Cole"
"2022_13_SEA_LA",13,"LA","Brian Allen, Coleman Shelton, Matt Skura, Rob Havenstein, Ty Nsekhe"
"2022_13_SEA_LA",13,"SEA","Abraham Lucas, Austin Blythe, Charles Cross, Damien Lewis, Gabe Jackson"
"2022_13_TEN_PHI",13,"PHI","Isaac Seumalo, Jason Kelce, Jordan Mailata, Landon Dickerson, Lane Johnson"
"2022_13_TEN_PHI",13,"TEN","Aaron Brewer, Ben Jones, Dennis Daley, Nate Davis, Nicholas Petit-Frere"
"2022_13_WAS_NYG",13,"NYG","Andrew Thomas, Evan Neal, Jon Feliciano, Mark Glowinski, Nick Gates"
"2022_13_WAS_NYG",13,"WAS","Andrew Norwell, Charles Leno Jr., Cornelius Lucas, Tyler Larsen, Wes Schweitzer"
"2022_14_BAL_PIT",14,"BAL","Ben Powers, Morgan Moses, Ronnie Stanley, Trystan Colon-Castillo, Tyler Linderbaum"
"2022_14_BAL_PIT",14,"PIT","Chukwuma Okorafor, Dan Moore, James Daniels, Kevin Dotson, Mason Cole"
"2022_14_CAR_SEA",14,"CAR","Austin Corbett, Bradley Bozeman, Brady Christensen, Ikem Ekwonu, Taylor Moton"
"2022_14_CAR_SEA",14,"SEA","Abraham Lucas, Austin Blythe, Charles Cross, Damien Lewis, Phil Haynes"
"2022_14_CLE_CIN",14,"CIN","Alex Cappa, Cordell Volson, Jonah Williams, La'el Collins, Ted Karras"
"2022_14_CLE_CIN",14,"CLE","Hjalte Froholdt, Jack Conklin, Jedrick Wills Jr., Joel Bitonio, Wyatt Teller"
"2022_14_HOU_DAL",14,"DAL","Connor McGovern, Terence Steele, Tyler Biadasz, Tyler Smith, Zack Martin"
"2022_14_HOU_DAL",14,"HOU","A.J. Cann, Kenyon Green, Laremy Tunsil, Scott Quessenberry, Tytus Howard"
"2022_14_JAX_TEN",14,"JAX","Brandon Scherff, Cam Robinson, Jawaan Taylor, Luke Fortner, Tyler Shatley"
"2022_14_JAX_TEN",14,"TEN","Aaron Brewer, Ben Jones, Dennis Daley, Nate Davis, Nicholas Petit-Frere"
"2022_14_KC_DEN",14,"DEN","Calvin Anderson, Cameron Fleming, Graham Glasgow, Netane Muti, Quinn Meinerz"
"2022_14_KC_DEN",14,"KC","Andrew Wylie, Creed Humphrey, Joe Thuney, Orlando Brown Jr., Trey Smith"
"2022_14_LV_LA",14,"LA","Brian Allen, Coleman Shelton, Matt Skura, Rob Havenstein, Ty Nsekhe"
"2022_14_LV_LA",14,"LV","Andre James, Dylan Parham, Jermaine Eluemunor, John Simpson, Kolton Miller"
"2022_14_MIA_LAC",14,"LAC","Corey Linsley, Foster Sarell, Jamaree Salyer, Matt Feiler, Zion Johnson"
"2022_14_MIA_LAC",14,"MIA","Brandon Shell, Connor Williams, Robert Hunt, Robert Jones, Terron Armstead"
"2022_14_MIN_DET",14,"DET","Frank Ragnow, Jonah Jackson, Logan Stenberg, Penei Sewell, Taylor Decker"
"2022_14_MIN_DET",14,"MIN","Austin Schlottmann, Blake Brandel, Brian O'Neill, Ed Ingram, Ezra Cleveland"
"2022_14_NE_ARI",14,"ARI","Billy Price, Cody Ford, Josh Jones, Kelvin Beachum, Max Garcia"
"2022_14_NE_ARI",14,"NE","Cole Strange, Conor McDermott, David Andrews, Michael Onwenu, Trent Brown"
"2022_14_NYJ_BUF",14,"BUF","Dion Dawkins, Mitch Morse, Rodger Saffold, Ryan Bates, Spencer Brown"
"2022_14_NYJ_BUF",14,"NYJ","Connor McGovern, Duane Brown, George Fant, Laken Tomlinson, Nate Herbig"
"2022_14_PHI_NYG",14,"NYG","Andrew Thomas, Evan Neal, Jon Feliciano, Mark Glowinski, Nick Gates"
"2022_14_PHI_NYG",14,"PHI","Isaac Seumalo, Jason Kelce, Jordan Mailata, Landon Dickerson, Lane Johnson"
"2022_14_TB_SF",14,"SF","Aaron Banks, Jake Brendel, Mike McGlinchey, Spencer Burford, Trent Williams"
"2022_14_TB_SF",14,"TB","Donovan Smith, Josh Wells, Nick Leverett, Robert Hainsey, Shaq Mason"
"2022_15_ARI_DEN",15,"ARI","Billy Price, Josh Jones, Kelvin Beachum, Max Garcia, Will Hernandez"
"2022_15_ARI_DEN",15,"DEN","Billy Turner, Cameron Fleming, Dalton Risner, Graham Glasgow, Luke Wattenberg"
"2022_15_ATL_NO",15,"ATL","Chris Lindstrom, Drew Dalman, Elijah Wilkinson, Jake Matthews, Kaleb McGary"
"2022_15_ATL_NO",15,"NO","Andrus Peat, Cesar Ruiz, Erik McCoy, James Hurst, Ryan Ramczyk"
"2022_15_BAL_CLE",15,"BAL","Ben Powers, Kevin Zeitler, Morgan Moses, Ronnie Stanley, Tyler Linderbaum"
"2022_15_BAL_CLE",15,"CLE","Hjalte Froholdt, Jack Conklin, Jedrick Wills Jr., Joel Bitonio, Wyatt Teller"
"2022_15_CIN_TB",15,"CIN","Alex Cappa, Cordell Volson, Jonah Williams, La'el Collins, Ted Karras"
"2022_15_CIN_TB",15,"TB","Donovan Smith, Josh Wells, Nick Leverett, Robert Hainsey, Shaq Mason"
"2022_15_DAL_JAX",15,"DAL","Connor McGovern, Jason Peters, Tyler Biadasz, Tyron Smith, Zack Martin"
"2022_15_DAL_JAX",15,"JAX","Brandon Scherff, Cam Robinson, Jawaan Taylor, Luke Fortner, Tyler Shatley"
"2022_15_DET_NYJ",15,"DET","Evan Brown, Frank Ragnow, Jonah Jackson, Penei Sewell, Taylor Decker"
"2022_15_DET_NYJ",15,"NYJ","Connor McGovern, Duane Brown, George Fant, Laken Tomlinson, Nate Herbig"
"2022_15_IND_MIN",15,"IND","Bernhard Raimann, Braden Smith, Quenton Nelson, Ryan Kelly, Will Fries"
"2022_15_IND_MIN",15,"MIN","Austin Schlottmann, Brian O'Neill, Christian Darrisaw, Ed Ingram, Ezra Cleveland"
"2022_15_KC_HOU",15,"HOU","A.J. Cann, Charlie Heck, Laremy Tunsil, Scott Quessenberry, Tytus Howard"
"2022_15_KC_HOU",15,"KC","Andrew Wylie, Creed Humphrey, Joe Thuney, Orlando Brown Jr., Trey Smith"
"2022_15_LA_GB",15,"GB","Elgton Jenkins, Jon Runyan Jr., Josh Myers, Yosuah Nijman, Zach Tom"
"2022_15_LA_GB",15,"LA","Coleman Shelton, Matt Skura, Oday Aboushi, Rob Havenstein, Ty Nsekhe"
"2022_15_MIA_BUF",15,"BUF","David Quessenberry, Dion Dawkins, Greg Van Roten, Rodger Saffold, Spencer Brown"
"2022_15_MIA_BUF",15,"MIA","Brandon Shell, Connor Williams, Robert Hunt, Robert Jones, Terron Armstead"
"2022_15_NE_LV",15,"LV","Andre James, Hroniss Grasu, Jermaine Eluemunor, Jordan Meredith, Kolton Miller"
"2022_15_NE_LV",15,"NE","Cole Strange, Conor McDermott, David Andrews, Michael Onwenu, Trent Brown"
"2022_15_NYG_WAS",15,"NYG","Andrew Thomas, Ben Bredeson, Evan Neal, Jon Feliciano, Mark Glowinski"
"2022_15_NYG_WAS",15,"WAS","Andrew Norwell, Charles Leno Jr., Cornelius Lucas, Trai Turner, Wes Schweitzer"
"2022_15_PHI_CHI",15,"CHI","Braxton Jones, Cody Whitehair, Michael Schofield, Riley Reiff, Sam Mustipher"
"2022_15_PHI_CHI",15,"PHI","Isaac Seumalo, Jason Kelce, Jordan Mailata, Landon Dickerson, Lane Johnson"
"2022_15_PIT_CAR",15,"CAR","Austin Corbett, Bradley Bozeman, Brady Christensen, Ikem Ekwonu, Taylor Moton"
"2022_15_PIT_CAR",15,"PIT","Chukwuma Okorafor, Dan Moore, James Daniels, Kevin Dotson, Mason Cole"
"2022_15_SF_SEA",15,"SEA","Abraham Lucas, Austin Blythe, Charles Cross, Damien Lewis, Gabe Jackson"
"2022_15_SF_SEA",15,"SF","Aaron Banks, Daniel Brunskill, Jake Brendel, Mike McGlinchey, Trent Williams"
"2022_15_TEN_LAC",15,"LAC","Corey Linsley, Jamaree Salyer, Matt Feiler, Trey Pipkins, Zion Johnson"
"2022_15_TEN_LAC",15,"TEN","Aaron Brewer, Ben Jones, Dennis Daley, Nate Davis, Nicholas Petit-Frere"
